английский	русский	Relate	Иметь отношение
английский	русский	vengeance	отмщение
английский	русский	hose	шланг
английский	русский	distraction	отвлечение
английский	русский	superiors	начальство
английский	русский	artificial intelligence	искусственный интеллект
русский	английский	неодушевленный	inanimate
английский	русский	modest	скромный
английский	русский	replacement	замена
английский	русский	weirdo	чудак
английский	русский	fuzzy	нечеткий
английский	русский	old farts	старые пердуны
английский	русский	breakdown	сломать
английский	русский	decrepit	дряхлый
английский	русский	stroll	прогулка
английский	русский	courtship	ухаживание
русский	английский	родственные души	soul mates
английский	русский	fever	лихорадка
английский	русский	nauseous	тошнотворный
английский	русский	legislation	законодательство
английский	русский	occupational hazard	профессиональная опасность
английский	русский	violate	нарушать
английский	русский	stick around	ошиваться
английский	русский	persistence	упорство
английский	русский	tenderness	нежность
английский	русский	sore point	больной
английский	русский	perceptive	восприимчивый
английский	русский	competitor	конкурент
английский	русский	denomination	наименование
английский	русский	platoon	взвод
английский	русский	mount up	подняться
английский	русский	assume	предполагать
английский	русский	horseplay	грубые шутки
английский	русский	to brief	проинформировать
английский	русский	push forward	продвигать
английский	русский	krauts	фрицы
английский	русский	objection	возражение
английский	русский	pin down	придавить
английский	русский	capture	захватить
английский	русский	bunch up	в кучу
английский	русский	dough	тесто
английский	русский	halt	стой
английский	русский	bawl	орать
русский	английский	полноценный	high-grade
английский	русский	beverage	напиток
английский	русский	beehive	улей
английский	русский	duvet	одеяло
английский	русский	tease	дразнить
английский	русский	scatter	разброс
английский	русский	stigmatised	клеймят
английский	русский	rookie	новобранец
английский	русский	humiliate	унижать
английский	русский	advancement	продвижение
английский	русский	impregnate	пропитывать
английский	русский	umbilical cord	пуповина
английский	русский	assailants	нападавшие
английский	русский	remuneration	вознаграждение
английский	русский	effectively	фактически
английский	русский	bugger	мудак
английский	русский	threesome	тройка
английский	русский	curvy	соблазнительная
английский	русский	cheese grater	терка для сыра
английский	русский	posh	шикарный
русский	английский	дознание	inquiry
английский	русский	stab	удар ножом
английский	русский	appointment	деловое свидание, встреча
английский	русский	oppresion	угнетение
английский	русский	chartered accountant	дипломированный бухгалтер
английский	русский	gullible	легковерный
английский	русский	roll call	перекличка
английский	русский	excess	избыток
английский	русский	detention	задержание
английский	русский	immature	незрелый
английский	русский	crispy	хрустящий
английский	русский	to get swerve	свернуть
русский	английский	канава	ditch
английский	русский	stray bullet	шальная пуля
английский	русский	incarceration time	время лишения свободы
английский	русский	felons	уголовники
английский	русский	rooster	петух
английский	русский	homie	братан
английский	русский	disability	инвалидность
английский	русский	search warrant	ордер на обыск
английский	русский	misconduct	проступок
английский	русский	handcuffs	наручники
английский	русский	jumpsuit	комбинезон
английский	русский	nail	гвоздь
английский	русский	bench	скамейка
английский	русский	omniscient	всеведущий
английский	русский	badge	значок
английский	русский	arrest warrant	ордер на арест
английский	русский	pension	пенсия
русский	английский	любовница	mistress
английский	русский	medal for valor	медаль за доблесть
английский	русский	bathtub	ванна
русский	английский	убийство в целях самозащиты	justifiable homicide
английский	русский	fireman	пожарник
английский	русский	ruthless	беспощадный
английский	русский	turn out	оказаться
английский	русский	powder	порошок
английский	русский	dimension	измерение
английский	русский	narrator	рассказчик
английский	русский	rejuvenate	омолаживать
английский	русский	flattery	лесть
английский	русский	absence	отсутствие
английский	русский	unavailability	неготовность
английский	русский	preach	проповедовать
английский	русский	ticklish	щекотливый
английский	русский	intimacy issues	проблемы близости
английский	русский	reject	отклонять
английский	русский	rebellion	бунт
английский	русский	manly	мужественный
английский	русский	merge	сливаться
английский	русский	stubble	щетина
английский	русский	pejoratively	уничижительно
английский	русский	mesmerize	гипнотизировать
английский	русский	empathetic	чуткий
английский	русский	hilarious	веселый
английский	русский	prophetic	пророческий
английский	русский	brusquely	бесцеремонно
английский	русский	stutter	заикание
английский	русский	underappreciated	недооценивают
английский	русский	flood	наводнение
английский	русский	bicker	пререкаться
английский	русский	to label	маркировать
английский	русский	landmark	ориентир
английский	русский	foil	фольга
английский	русский	magnificent	великолепный
английский	русский	ruining	губить
английский	русский	angular	угловая
английский	русский	vaguely	неясно
английский	русский	vivid	яркий
английский	русский	mess up	испортить
английский	русский	cursing	чертыхаясь
русский	английский	ущерб	damage
английский	русский	sloppiness	неряшливость
русский	английский	взгляд	sight
английский	русский	exceed	превышать
английский	русский	misuse	злоупотребление
английский	русский	consolation prize	утешительный приз
английский	русский	on principle	из принципа
английский	русский	appointed	назначенный
английский	русский	suppress	подавлять
английский	русский	extermination	истребление
английский	русский	inevitable genocide	неизбежный геноцид
английский	русский	encountered	встречается
английский	русский	solitary confinement	одиночное заключение
английский	русский	blush	румянец
английский	русский	tame	приручать
английский	русский	mansion	особняк
русский	английский	идти вдоль края	skirt
английский	русский	hefty ransom	здоровенный выкуп
английский	русский	ransom	выкуп
английский	русский	designated driver	назначенный водитель
английский	русский	abstain	воздерживаться
английский	русский	womanizer	бабник
английский	русский	outrageous claims	возмутительные претензии
английский	русский	question mark	вопросительный знак
английский	русский	malaise	недомогание
английский	русский	possess	обладать
английский	русский	insolent	наглый
английский	русский	burlap	брезент
английский	русский	reed	тростник
английский	русский	testicles	яйца
английский	русский	shorn	стриженый
английский	русский	scrotum	мошонка
русский	английский	протухший	rancid
английский	русский	cliff	утес
английский	русский	almond	миндальный
английский	русский	eruption	извержение
английский	русский	threat	угроза
английский	русский	inconsolable	безутешный
английский	русский	nuke	ядерное оружие
английский	русский	rear	задний
английский	русский	vicious circle	порочный круг
английский	русский	bonafide	добросовестный
английский	русский	by charging	путем зарядки
английский	русский	unveiling	обнародование
английский	русский	beam	луч
английский	русский	bow	лук
английский	русский	smelt	плавить
английский	русский	blimey	вот это да
английский	русский	tripod	штатив
английский	русский	diaper	подгузник
английский	русский	hint	намек
английский	русский	arrangement	договоренность
русский	английский	перспектива	outlook
английский	русский	prospect	перспектива
русский	английский	сухой	dry
английский	русский	dungeon	подземелье
английский	русский	rotten	гнилой
английский	русский	witless	безмозглый
английский	русский	oaf	уродливый
английский	русский	strive to	стремиться к
английский	русский	all yours	все твое
английский	русский	gratitude	благодарность
английский	русский	revel	упиваться
английский	русский	pretend	делать вид
английский	русский	mope	киснуть
английский	русский	alignment	выравнивание
английский	русский	unimpeded	беспрепятственный
английский	русский	pillaging	мародерство
английский	русский	legacy	наследие
английский	русский	barely	едва
английский	русский	be still	быть спокойным
русский	английский	сумерки	dusk
английский	русский	dawn	рассвет
английский	русский	reigned	царствовал
английский	русский	merely	просто
английский	русский	mere	всего лишь
английский	русский	align	выравнивать
русский	английский	глумиться	mock
английский	русский	grief	горе
русский	английский	таинство	sacrament
английский	русский	grant	даровать
английский	русский	vault	свод
английский	русский	item	пункт
английский	русский	motto	девиз
английский	русский	adequate	адекватный
английский	русский	tools	инструменты
английский	русский	commute	ездить
английский	русский	toll collector	сборщик сборов
английский	русский	baker	пекарь
английский	русский	retail	розничная торговля
английский	русский	avoid	избежать
русский	английский	кумовство	nepotism
английский	русский	nepotism in its purest form	непотизм в чистом виде
английский	русский	mutually	взаимно
английский	русский	snore	храп
английский	русский	deliberation	обдумывание
английский	русский	deliberate	преднамеренный
русский	английский	жизнь продолжается	life goes on
английский	русский	occured to me	мне приходилось
английский	русский	overwhelmed by	ошеломленный
английский	русский	metaphor	метафора
английский	русский	inconvenience	неудобство
английский	русский	prescription	рецепт
английский	русский	masterpiece	шедевр
английский	русский	numb	оцепенелый
английский	русский	legit	законны
русский	английский	стипендия	scholarship
английский	русский	blatant disrespect	вопиющее неуважение
английский	русский	devastation	опустошение
английский	русский	take apart	разбирать на части
английский	русский	keep at it	Держись! Не сдавайся
английский	русский	station wagon	универсал
английский	русский	intimate	интимный
английский	русский	foremost	в первую очередь
английский	русский	raisin	изюм
английский	русский	relevant experience	соответствующий опыт
русский	английский	командировка	business trip
английский	русский	squeak	писк
английский	русский	hurled	швырнула
английский	русский	demolish	сносить
английский	русский	janitor	дворник
английский	русский	by heart	наизусть
английский	русский	catch on quick	быстро улавливать
английский	русский	inflict	причинить
английский	русский	emotional distress	эмоциональный стресс
английский	русский	scot free	бесплатно
английский	русский	brag	хвастать
английский	русский	hurl	метать
английский	русский	grades	оценки
английский	русский	insulation	изоляция
английский	русский	lure	приманка
английский	русский	impure	нечистый
русский	английский	напряжение	voltage
русский	английский	щедрость	generosity
английский	русский	morph	превращаться
английский	русский	grid	сетка
английский	русский	in a flash	в мгновение ока
русский	английский	греметь	rattle
английский	русский	disgrace	бесчестие
английский	русский	pint	пинта
английский	русский	exude pain	источать боль
английский	русский	blackness	чернота
английский	русский	chinwag	болтовня
английский	русский	purveyor	поставщик
английский	русский	cologne	одеколон
английский	русский	reconsider	пересматривать
английский	русский	at stake	На кону
английский	русский	incantations	заговоры
английский	русский	seep	просачиваться
английский	русский	refresh	обновление
английский	русский	mindless	бессмысленный
русский	английский	презирать	despise
английский	русский	portend	предвещать
английский	русский	conjuring	колдовать
английский	русский	precaution	предосторожность
английский	русский	swamp	болотный
английский	русский	horrendous	устрашающий
английский	русский	enrage	бесить
английский	русский	tomb	гробница
английский	русский	sanctum	святилище
английский	русский	retribution	воздаяние
английский	русский	sting	ужалить
английский	русский	daft	бесшабашный
английский	русский	properties	свойства
английский	русский	varying degrees	различные степени
английский	русский	poker face	морда кирпичом
английский	русский	atrocitie	зверство
английский	русский	bunch of	куча
английский	русский	killjoy	брюзга
английский	русский	greedy man	жадный человек
английский	русский	git	мерзавец
английский	русский	trick or treat	кошелек или жизнь
английский	русский	compulsion	принуждение
английский	русский	welcome end	приветственный конец
английский	русский	farewell	прощальный привет
английский	русский	rechristened	перекрестил
английский	русский	controversial	спорный
английский	русский	quarrel	ссора
русский	английский	мнение	opinion
русский	английский	бессмысленно	senselessly
английский	русский	buckle	пряжка
английский	русский	vaporize	испаряться
английский	русский	sufficiency	достаточность
английский	русский	fascinating	очаровательный
английский	русский	deceive	обманывать
английский	русский	authority	власть
английский	русский	warden	смотритель
английский	русский	carry out	выполнять
английский	русский	memorable	памятный
английский	русский	bulky items	громоздкие предметы
английский	русский	defeat	поражение
английский	русский	withstand	выдерживать
английский	русский	metal compound	соединение металла
английский	русский	barn	сарай
английский	русский	stretcher	носилки
английский	русский	cab ride	поездка на такси
английский	русский	likewise	также
английский	русский	split up	разделить
английский	русский	delightful	восхитительный
английский	русский	would love to	с удовольствием
английский	русский	disruption	нарушение
английский	русский	convivial	компанейский
английский	русский	where you at	где ты
английский	русский	soft spot	Мягкое место
английский	русский	mercenary	наемник
английский	русский	merchandise	товар
английский	русский	cuddle	прижиматься
английский	русский	jigsaw puzzle	пазл
английский	русский	ultimate	окончательный
английский	русский	hush	тишина
английский	русский	exclamation	восклицание
английский	русский	grim reaper	смерть с косой
английский	русский	infomercial	рекламное шоу
английский	русский	sullen	угрюмый
английский	русский	contest	конкурс
английский	русский	trace back to	вернуться к
английский	русский	turn down for what	отказаться ради чего
английский	русский	workshop	мастерская
английский	русский	scorch	подгорать
английский	русский	encourage	поощрять
английский	русский	relentlessly annoying	неустанно раздражающий
английский	русский	the higher bidder	более высокая ставка
английский	русский	mow the lawn	косить газон
английский	русский	sealed	запечатанный
английский	русский	my lips are sealed	мои губы запечатаны
английский	русский	remedy	средство
английский	русский	douchebag	придурок
английский	русский	dumbass	тупица
английский	русский	dismember	расчленять
английский	русский	whimper	хныканье
английский	русский	maximum effort	максимальное усилие
английский	русский	assembling process	процесс сборки
английский	русский	sanity	вменяемость
русский	английский	его существование не доказано	its existence is not proved
английский	русский	she rarely appears there	она редко появляется там
английский	русский	take over the world	захватить власть над миром
английский	русский	on the grid	по сетке
английский	русский	sank down	утонуть
английский	русский	take down	снять
английский	русский	knack	сноровка
английский	русский	embed	встраивать
английский	русский	anchor	якорь
английский	русский	alteration	внесение изменений
английский	русский	alterations	изменения
английский	русский	misleading	вводящий в заблуждение
английский	русский	inevitable	неизбежный
английский	русский	inevitable result	неизбежный результат
английский	русский	come along with us	соглашайтесь с нами
русский	английский	сводить на нет	nullify
английский	русский	dweller	обитатель
английский	русский	ripple	пульсация
английский	русский	distortion	искажение
английский	русский	impact	влияние
английский	русский	eligible for parole	право на условно-досрочное освобождение
английский	русский	torment	мучение
английский	русский	embarrassment	конфуз
английский	русский	increase	увеличение
русский	английский	подтверждение	the confirmation
английский	русский	law enforcement	правоохранительные органы
английский	русский	massacre	бойня
английский	русский	squabbling	склок
английский	русский	insurrection	восстание
английский	русский	eagerly	с нетерпением
английский	русский	committee	комитет
английский	русский	stables	конюшни
английский	русский	gloomier	мрачнее
английский	русский	gloomy	мрачный
английский	русский	gloomy forecast	мрачный прогноз
русский	английский	обойный материал	drape
английский	русский	dissuade	разубеждать
английский	русский	carotid artery	сонная артерия
английский	русский	severed	разорваны
английский	русский	presumably	предположительно
английский	русский	bled to death	до смерти
английский	русский	diminutive	крохотный
английский	русский	blowtorch	паяльная лампа
английский	русский	occur	происходить
английский	русский	excitement	волнение
русский	английский	возбуждение	excitation
английский	русский	implications	последствия
английский	русский	by all means	во всех смыслах
английский	русский	oxymoronic	взаимоисключающие
английский	русский	reveal	выявить
английский	русский	forensic	судебный
английский	русский	implication	импликация
английский	русский	fair play	справедливо
английский	русский	forensics	судебно-медицинская экспертиза
английский	русский	wager	ставка
английский	русский	how about wager	как насчет пари
английский	русский	steadfast son	крепкий сын
английский	русский	brute force	грубая сила
английский	русский	uneasy feeling	неудобное чувство
английский	русский	momentous occasion	важный момент
английский	русский	spitfire	вспыльчивый
английский	русский	virtually impossible	практически невозможно
английский	русский	sacred	священный
английский	русский	countless times	бесчисленное количество раз
английский	русский	the forensic evidence is unassailable	судебные доказательства неприступны
английский	русский	egg shell	скорлупа
английский	русский	emulate	подражать
английский	русский	police custody	под стражей в полиции
английский	русский	mimics	подражает
английский	русский	obligation	обязательство
английский	русский	at ease	вольно
русский	английский	исключать	exclude
русский	английский	причастность	implication
русский	английский	граница	border
английский	русский	not half bad	не половина плохой
русский	английский	колоссальный	colossal
английский	русский	fresh brewed	свежезаваренный
английский	русский	not of my watch	не мои часы
английский	русский	english environment	английская среда
английский	русский	let me repeat to double check	позвольте мне повторить двойную проверку
английский	русский	off the books	с книгами
английский	русский	distinguish	выделить
русский	английский	приколоть	pin
английский	русский	over do it	перестараться
английский	русский	aloof	отчужденный
английский	русский	unapproachable	недоступный
английский	русский	get up the nerve	встать на нервы
английский	русский	homeland	Родина
русский	английский	поступок	deed
английский	русский	reflect	отражать
английский	русский	corpsman	санитар
английский	русский	enlisted men	военнослужащие
английский	русский	presume	предполагать
английский	русский	can remain blissfully unaware	может оставаться блаженно не осознающим
английский	русский	we stick to the plan	мы придерживаемся плана
английский	русский	heavy burden	тяжелое бремя
русский	английский	пешка	pawn
английский	русский	annual	годовой
русский	английский	привязанность	attachment
английский	русский	bitter	горький
английский	русский	out-of-body	отстраненный
английский	русский	unconscious	без сознания
английский	русский	collude	сговариваться
английский	русский	unanimous	единодушное
английский	русский	well being	благополучие
русский	английский	субъективная оценка	subjective assessment
английский	русский	assessment	оценка
русский	английский	исследователь	researcher
русский	английский	следствием	consequence
русский	английский	годовой абонемент	annual subscription
русский	английский	несовершенство	imperfection
русский	английский	плоть слаба	the flesh is weak
русский	английский	приведи пример	give an example
английский	русский	occasion	повод
английский	русский	excuse	оправдание
русский	английский	подставить человека	substitute a person
русский	английский	отчитываться	report
русский	английский	я не обязан отчитываться	I do not have to report
русский	английский	покупки	purchases
русский	английский	не приспособлены	not adapted
русский	английский	путать	confuse
английский	русский	lightsaber	лазерный меч
русский	английский	преимущество	advantage
английский	русский	bishop	епископ
английский	русский	growl	рычание
английский	русский	claim	Запрос
английский	русский	reproduction	воспроизведение
английский	русский	goblet	кубок
английский	русский	unveil	открывать
английский	русский	dubbed	дублированный
английский	русский	contemptible	презренный
английский	русский	unavoidable irritation	неизбежное раздражение
английский	русский	cram	впихивать
английский	русский	team effort	командная работа
английский	русский	coup	переворот
английский	русский	chiming in	перебирать
английский	русский	beseech	умолять
английский	русский	suit yourself	одевают
английский	русский	footage	метраж
английский	русский	entirely unnecessary	совершенно ненужный
английский	русский	diverted	переадресованы
английский	русский	healing	исцеление
английский	русский	prying eyes	любопытные глаза
английский	русский	steady state	устойчивое состояние
английский	русский	tumble	кувыркаться
английский	русский	vetting	Проверка:
английский	русский	kick in	ворваться
английский	русский	feedback	Обратная связь
английский	русский	narrow	узкий
английский	русский	detect	обнаружить
английский	русский	mandatory requirement	обязательное требование
